category,page,text,label
Finance,Equivalence in financial services (European Union),"The principle of equivalence in financial services at the European Union (EU) level is one of the instruments the Commission has at its disposal to carry out its international strategy for financial services. The principle of equivalence is materialised through an equivalence decision issued by the European Commission to a targeted country that it judges fit to have access to the European Market in financial services. The decision is unilateral, non-reciprocal and affects the targeted third country in regard to particular activities or services to which the decision is intended.  The equivalence decision is issued through an assessment of the third country regulations in relation to particular services or activities in the EU. In order to do so, the Commission bases its decision on 40 provisions of EU law. Important to note, perhaps is the fact that not all have been availed but over 250 equivalence decisions were made targeting more than 30 countries worldwide.According to the European Commission, the aim of the equivalence decision is not to liberalise international trade in financial services, but a cross-border instrument to manage financial activity of market players in a way that respects standards of prudential rules as the EU does internationally.There is a recognition that equivalence has become a significant tool in the EU and one of the main powers of the Commission when it comes to financial services. In his speech, Valdis Dombrovskis, the Commissioner responsible for financial services, has highlighted the efficiency of the policy. In the occasion, he took the opportunity to talk about the new EU's comprehensive approach and legislative improvements for the granting of equivalence to third countries. In addition, it outlines the way the Commission and the European Supervisory Authorities monitor the situation in the countries to which an equivalence decision has been taken.",3
Finance,Financial Modeling World Cup,"The Financial Modeling World Cup (FMWC) is a financial modeling competition. The competition was started in September 2020. Contestants solve real-life financial problems, in the form of case studies, by building financial models in Microsoft Excel spreadsheet software. Stages held through the year contribute to a global leaderboard. The event is sponsored by financial services firm AG Capital and Microsoft.",3
Finance,Financial stability,"The Financial Stability Board (FSB) is an international body that monitors and makes recommendations about the global financial system. It was established after the G20 London summit in April 2009 as a successor to the Financial Stability Forum (FSF). The Board includes all G20 major economies, FSF members, and the European Commission. Hosted and funded by the Bank for International Settlements, the board is based in Basel, Switzerland, and is established as not-for-profit association under Swiss law.The FSB represented the G20 leaders' first major international institutional innovation. U.S. Treasury Secretary Tim Geithner has described it as ""in effect, a fourth pillar"" of the architecture of global economic governance. The FSB has been assigned a number of important tasks, working alongside the International Monetary Fund, World Bank, and the World Trade Organization.
Unlike most multilateral financial institutions, the FSB lacks a legal form and any formal power, given that its charter is an informal and nonbinding memorandum of understanding for cooperation adopted by its members.

",3
Finance,Finnfund,"Finnfund, Finnish Fund for Industrial Cooperation Ltd  (in Finnish Teollisen yhteistyön rahasto Oy) is a Finnish development financier and impact investor, that offers long-term investment loans and venture capital to private companies for projects in developing countries. Finnfund’s statutory duty is to promote economic and social development in developing countries.",3
Finance,Industrial and provident society,"An industrial and provident society (IPS) is a body corporate registered for carrying on any industries, businesses, or trades specified in or authorised by its rules.The members of a society benefit from the protection of limited liability much like other corporate forms, but unlike companies for example, each member will normally only have one vote at a General Meeting regardless of their shareholding. The governance of a society is therefore democratically oriented rather than financially oriented.
The legal form originated in the United Kingdom of Great Britain and Ireland and became the traditional legal form taken by trading organisations with democratic governance including:

co-operatives (which trade for the benefit of their members);
societies for the benefit of the community (which trade for the benefit of the broader community).In Great Britain the Co-operative and Community Benefit Societies Act 2014 has renamed these societies as co-operative or community benefit societies. 
The term industrial and provident society is still used in statute in New Zealand, the Republic of Ireland and within the UK in Northern Ireland.",3
Finance,Renu Sud Karnad,"Renu Sud Karnad is an Indian businesswoman and the managing director of India's largest private sector bank Housing Development Finance Corp. Ltd. Additionally she also holds seven other positions for companies like HDFC Property Ventures Ltd., HDFC Education & Development Services Pvt Ltd. (both are subsidiaries of HDFC Ltd.) and Non-Executive Chairman at GlaxoSmithKline Pharmaceuticals Ltd. She is also the Vice Chairman-Governing Council at Indraprastha Cancer Society and Research Centre and part of the board of 17 other companies.",3
Finance,Master of Applied Finance,"The Master of Finance is a master's degree awarded by universities or graduate schools preparing students for careers in finance. The degree is often titled Master in Finance (abbreviated M.Fin., MiF, MFin), or Master of Science in Finance (MSF in North America, and MSc in Finance in the UK and Europe).  In the U.S. and Canada the program may be positioned as a professional degree.  Particularly in Australia, the degree may be offered as a Master of Applied Finance (MAppFin). In some cases, the degree is offered as a Master of Management in Finance (MMF). More specifically focused and titled degrees are also offered.

",3
Finance,Master of Finance,"The Master of Finance is a master's degree awarded by universities or graduate schools preparing students for careers in finance. The degree is often titled Master in Finance (abbreviated M.Fin., MiF, MFin), or Master of Science in Finance (MSF in North America, and MSc in Finance in the UK and Europe).  In the U.S. and Canada the program may be positioned as a professional degree.  Particularly in Australia, the degree may be offered as a Master of Applied Finance (MAppFin). In some cases, the degree is offered as a Master of Management in Finance (MMF). More specifically focused and titled degrees are also offered.

",3
Finance,Morningstar Rating for Funds,"The Morningstar Rating for Funds, or the Star Rating, debuted in 1985, a year after Morningstar was founded. The 1- to 5-star system, ""looks at a fund's risk-adjusted return based on its performance over three, five and 10 years and on its volatility. The highest rating of five stars is bestowed on the 10 percent of funds that perform the best."" Funds need to be at least three years old to be rated.
Originally, funds were compared in four broad asset classes until the ratings methodology was revised in 2002 to rank and rate funds in 50 categories.  In 2006, the Morningstar Rating was applied to exchange-traded funds.",3
Finance,Morningstar Style Box,"The Morningstar Style Box is a grid of nine squares used to identify the investment style of stocks and mutual funds. Developed by Don Phillips and John Rekenthaler, the Style Box was launched in 1992.The vertical axis of the Style Box represents an investment's size category: small, mid and large. The horizontal axis depicts fund investment style categories such as ""value"" and ""growth,"" which are common to stocks and funds. The ""blend"" definition in the central column differs for stocks and funds. “For stocks, the central column of the Style Box will represent the core style (those for which neither value or growth characteristics dominate); for funds, it will represent the blend style (a mixture of growth and value stocks or mostly core stocks).”",3
Finance,Non-financial asset,"A financial asset is a non-physical asset whose value is derived from a contractual claim, such as bank deposits, bonds, and participations in companies' share capital. Financial assets are usually more liquid than other tangible assets, such as commodities or real estate.The opposite of financial assets is non-financial assets, which include both tangible property (sometimes also called real assets) such as land, real estate or commodities, and intangible assets such as intellectual property, including copyrights, patents, trademarks and data.",3
Finance,PERC Reporting Standard,"The PERC Standard for Reporting of Exploration Results, Mineral Resources and Mineral Reserves (the ‘PERC Reporting Standard’) sets out the minimum standards, as well as additional guidelines and recommendations for the Public Reporting of Exploration Results, Mineral Resources and Mineral Reserves within Europe.
It applies to all solid mineral raw materials for which Public Reporting of Exploration Results, Mineral Resources and Mineral Reserves is required by any relevant regulatory authority.
The PERC Reporting Standard is fully aligned with the CRIRSCO International Reporting Template.The CRIRSCO International Reporting Template is a document that represents the best of the CRIRSCO-style codes for the public reporting of Exploration Results, Mineral Resources and Mineral Reserves that are recognised and adopted world-wide for market-related reporting and financial investment.",3
Finance,Private Market Assets,Private market assets refer to investments in equity (shares) and debt issued by privately owned (non listed) companies – as opposed to ‘public’ (listed) corporations. These markets include private equity (PE) and venture capital (VC); real estate (property); infrastructure; farmland and forestry.,3
Finance,Public commercial assets,"Public Commercial Assets are the assets owned by the public sector able to generate income if managed professionally.Public Commercial Assets are a sub-sector of the asset side of the Public Sector Balance Sheet, that reports the totals of assets and liabilities that the government controls.
According to IMF research, total public sector assets have a value equivalent to 2×GDP globally. Net worth (assets minus liabilities) would be equivalent to some 21% of GDP.Real estate is the single largest segment of all assets, globally. According to research from McKinsey Global Institute, Global net worth has risen as interest rates have fallen, since 2000 mainly due to the prices of real estate triple in value between 2000 to 2020. Most governments do not keep a complete record of all the real estate it owns, thus making it difficult to value, manage or develop and put these assets to their most productive uses.

",3
Finance,Public Financial Management,"Public Financial Management (PFM), provides a framework for parliamentary authorisation and scrutiny of the Government's expenditure proposals and the Government's management of its assets and liabilities, including:
establish lines of responsibility for effective and efficient management and use of public financial resources
specify the principles for responsible fiscal management in the conduct of fiscal policy and require regular reporting on the extent to which the Government's fiscal policy is consistent with those principles
specify the minimum financial and non-financial reporting obligations of Ministers, departments, Offices of Parliament and certain other agencies
provide for the application of financial management incentives and for the accountability of specified central government organisations
safeguard public assets by providing statutory authority and control for the borrowing of money, issuing of securities, use of derivative transactions, investment of funds, operation of bank accounts and giving of guarantees and indemnitiesPublic sector performance management approach emphasises, among other things, clear objectives and clear lines of responsibility, greater freedom to manage, and a corresponding expectation of greater accountability for results. Such a system requires good measures of performance that interested external parties can trust. This requires that public sector entities to prepare financial information that:
uses accrual accounting concepts and statements
is in accordance with financial reporting standards approved by an independent standard setter, and
in the case of annual financial statements, complies with generally accepted accounting practice (IPSASB) and is audited by an independent auditor.",3
Finance,Public sector balance sheet,"A Public Sector Balance Sheet, like a balance sheet in the corporate world, reports comprehensively on what a government owns and owes, as well as its own capital. As such, it is a critical element of a system of Public Financial Management. A balance sheet, or statement of financial position, recognises and discloses the assets, liabilities, and net worth at a given point in time, for a government entity, a government or the whole public sector. An important metric for the fiscal position of the whole public sector is public sector net worth.
For a government at any level, local, regional or national, the balance sheet offers greater fiscal transparency, being more comprehensive than the conventional metrics of debt and deficits. 
The quality of the financial statements depends on the quality of data used and what basis of accounting is used to compose the balance sheet and the other financial statements.
Willem Buiter and the IMF argued in 1983 for the use of public sector balance sheets to improve public financial management.Following a financial crisis, the New Zealand government passed its Public Finance Act (PFA) in 1989, introducing accrual budgeting, appropriations and accounting, publishing the world's first public sector balance sheet based on audited accounting records rather than statistical estimates.The IMF shifted its Government Finance Statistics Manual from a cash to an accrual basis in 2001. It is more recently emphasising the importance of government balance sheets on a global basis, albeit using statistical rather than accounting data.IFAC and CIPFA predict that in 2025, almost half the world's governments will adopt accrual-based accounting.  Far fewer, however, will be using accrual information at the heart of their financial management and budget systems. For example, the UK's Whole of Government Accounts, which reports its public sector real estate assets, does not have a mandate to assign a fair market value to the assets, and its financial management framework pays very little attention to net worth creation.The use of proper public sector balance sheets rests upon the use of accrual accounting throughout the public financial management system, making it integral to financial and budgetary decision-making.
Level 1
At level 1, governments focus their financial decision-making and reporting almost entirely on cash flows and levels of debt, though information on debt is usually constrained to the nominal value of the debt. This results in assets, especially non-financial assets, being poorly managed, along with insurance obligations.
Level 2
At level 2, budgeting and appropriations focus on cash flows, while ex post reporting covers the full spectrum of assets and liabilities. Because decision-making within the budgeting system does not utilize accrual information, it is sub-optimal. While transparency is improved with accrual reporting, the failure to use the information for management purposes reduces both its value and the incentives to produce it in a timely manner.
Level 3
At level 3, financial decision-making utilizes a more comprehensive set of information and should result in greater attention being placed on asset utilization and management, and on the incurrence and management of non-debt liabilities. However, because the appropriations, which are legally binding, are cash measures, there remain strong incentives to focus on cash flows in management decision-making and control.
Level 4
At level 4, the financial system is fully based on a comprehensive set of information covering all assets and liabilities, revenues, and expenses. This enables better informed decision-making that reflects all resources and flows, including cash flows. The measures, signals and incentives generated by the system are consistent in encouraging optimal use of all resources.",3
Finance,Public sector net worth,"The change in public sector net worth in any given forecast year is largely driven by the operating balance and property, plant and equipment revaluations.Research suggests that the main fiscal factor driving bond yields hence appears to be government net worth.Focusing on net worth as the most comprehensive measure of fiscal position incentivizes the public sector to invest the proceeds of borrowing in productive investments rather than use debt to finance consumption spending. Net worth also provides a tool for assessing whether government policy is fair to future generations from a financial point of view; negative, or declining, net worth indicates that past or present consumption will need to be funded by future taxation.

",3
Finance,Public Wealth Fund,"A sovereign wealth fund (SWF), sovereign investment fund, or social wealth fund is a state-owned investment fund that invests in real and financial assets such as stocks, bonds, real estate, precious metals, or in alternative investments such as private equity fund or hedge funds. Sovereign wealth funds invest globally. Most SWFs are funded by revenues from commodity exports or from foreign-exchange reserves held by the central bank.  
Some sovereign wealth funds may be held by a central bank, which accumulates the funds in the course of its management of a nation's banking system; this type of fund is usually of major economic and fiscal importance.  Other sovereign wealth funds are simply the state savings that are invested by various entities for the purposes of investment return, and that may not have a significant role in fiscal management.
The accumulated funds may have their origin in, or may represent, foreign currency deposits, gold, special drawing rights (SDRs) and International Monetary Fund (IMF) reserve positions held by central banks and monetary authorities, along with other national assets such as pension investments, oil funds, or other industrial and financial holdings. These are assets of the sovereign nations that are typically held in domestic and different reserve currencies (such as the dollar, euro, pound, and yen). Such investment management entities may be set up as official investment companies, state pension funds, or sovereign funds, among others.
There have been attempts to distinguish funds held by sovereign entities from foreign-exchange reserves held by central banks. Sovereign wealth funds can be characterized as maximizing long-term return, with foreign exchange reserves serving short-term ""currency stabilization"", and liquidity management. Many central banks in recent years possess reserves massively in excess of needs for liquidity or foreign exchange management.  Moreover, it is widely believed most have diversified hugely into assets other than short-term, highly liquid monetary ones, though almost no data is publicly available to back up this assertion.

",3
Finance,Real bills doctrine,"The real bills doctrine says that as long as bankers lend to businessmen only against the security (collateral) of short-term 30-, 60-, or 90-day commercial paper representing claims to real goods in the process of production, the loans will be just sufficient to finance the production of goods. The doctrine seeks to have real output determine its own means of purchase without affecting prices. Under the real bills doctrine, there is only one policy role for the central bank: lending commercial banks the necessary reserves against real customer bills, which the banks offer as collateral. The term ""real bills doctrine"" was coined by Lloyd Mints in his 1945 book, A History of Banking Theory. The doctrine was previously known as ""the commercial loan theory of banking"".
Moreover, as bank loans are granted to businessmen in the form either of new bank notes or of additions to their checking deposits, which deposits constitute the main component of the money stock, the doctrine assures that the volume of money created will be just enough to allow purchasers to buy the finished goods off the market as final product without affecting prices. From their sales receipts, businessmen then pay off their real bills bank loans. Banks retire the returned money from circulation until the next batch of goods need financing.
The doctrine has roots in some statements of Adam Smith. John Law (1671–1729) in his Money and Trade Considered: With a Proposal for Supplying a Nation with Money (1705) originated the basic idea of the real bills doctrine, the concept of an ""output-governed currency secured to real property and responding to the needs of trade"". Law sought to limit monetary expansion and maintain price stability, by using land as a measure of, and collateral for, real activity. Smith then substituted short-term self-liquidating commercial paper for Law's production proxy, land, and so the real bills doctrine was born.
The British banker, parliamentarian, philanthropist, anti-slavery activist, and monetary theorist Henry Thornton (1760–1815) was an early critic of the real bills doctrine. He noted one of the doctrine's three main flaws, namely that by linking money not to real output as the original intention was, but to the price times quantity—or nominal dollar value—of real output, it set up a positive feedback loop running from price to money to price. When the monetary authority holds the market (loan) rate of interest, below the profit rate on capital, this feedback loop can generate continuing inflation.Doctrinal historians have noted the real bills doctrine's place as one factor contributing to the instability of the U.S. money supply precipitating the Great Depression. Adhering to the doctrine's second flaw, namely that speculative activity/paper can be sharply distinguished from purely productive activity/paper (as if production motivated by uncertain expected future profits does not involve a speculative element), long-time Fed Board member Adolph C. Miller in 1929 launched his Direct Pressure initiative. It required all member banks seeking Federal Reserve discount window assistance to affirm that they had never made speculative loans, especially of the stock-market variety. No self-respecting banker seeking to borrow emergency reserves from the Fed was willing to undergo such interrogation, especially given that a ""hard-boiled"" Federal Reserve was unlikely to grant such aid. Instead, the banks chose to fail (and the Federal Reserve let them), which they did in large numbers, almost 9000 of them. These failures led to the 1⁄3 contraction of the money stock, which, according to Friedman and Schwartz, caused the Great Depression. The result was a decade-long fall of real output and prices, which by the needs-of-trade logic of the real bills doctrine justified shrinkage of the money stock.
Here was the doctrine's third flaw. It calls for pro-cyclical contractions and expansions of the money stock when correct stabilization policy calls for counter-cyclical ones. The doctrine fell into disuse in the late 1930s, but its legacy still influences banking policy from time to time.

",3
Finance,Renting,"Renting, also known as hiring or letting, is an agreement where a payment is made for the temporary use of a good, service or property owned by another. A gross lease is when the tenant pays a flat rental amount and the landlord pays for all property charges regularly incurred by the ownership. An example of renting is equipment rental. Renting can be an example of the sharing economy.",3
Finance,Request for quote,"A Request for Quote (RfQ) is a financial term for certain way to ask a bank for an offer of a given financial instrument from a bank, made available by so-called Approved Publication Arrangement (APA) by the stock markets itself or by Financial data vendors as required in Europe by MiFID II and in effect since January 2018. A RFQ contains at least the ISIN to uniquely identify the financial product, the type (buy/ sell), the amount, a currency, and the volume (
  
    
      
        
          
            amount
          
        
        ×
        
          
            market price
          
        
      
    
    {\displaystyle {\hbox{amount}}\times {\hbox{market price}}}
   in given currency).",3
Finance,Shadow banking in China,"Chinese shadow banking refers to underground financial activity that takes place outside of traditional banking regulations and systems. China has one of the largest shadow banking industries with approximately 40% of the country's outstanding loans tied up in shadow banking activities. Shadow banking in China arose after the People's Bank of China became the central bank in 1983. This encouraged commercial enterprises and private investors to place more of their money in financial products, causing the banking industry to grow.",3
Finance,Trade exchange,"A local exchange trading system (also local employment and trading system or local energy transfer system; abbreviated LETS) is a locally initiated, democratically organised, not-for-profit community enterprise that provides a community information service and records transactions of members exchanging goods and services by using locally created currency. LETS allow people to negotiate the value of their own hours or services, and to keep wealth in the locality where it is created.Similar trading systems around the world are also known as Community Exchange Systems, Mutual Credit trading systems, Clearing Circles, Trade Exchanges or Time Banks. These all use 'metric currencies' – currencies that measure, as opposed to the fiat currencies used in conventional value exchange. These are all a type of alternative or complementary currency.In the 21st century, the internet-based networks haves been used to link individual LETS systems, into national or global networks.",3
Finance,Tredefina,"Treuhandverwaltung für das Deutsch-Niederländische Finanzabkommen GmbH (Tredefina) was a public law institution originally formed in 1920 by the Weimar Republic which during the Nazi occupation of Europe was used by CEO Alexander Kreuter to purchase Aryanized companies. Originally created to administer a revolving loan from the Netherlands of 140 million Dutch guilders, Tredefina remained active until the early 21st century.",3
Finance,Valuation (finance),"In finance, valuation is the process of determining the present value (PV) of an asset. In a business context, it is often the hypothetical price that a third party would pay for a given asset. Valuations can be done on assets (for example, investments in marketable securities such as companies' shares and related rights, business enterprises, or intangible assets such as patents, data and trademarks) or on liabilities (e.g., bonds issued by a company). Valuations are needed for many reasons such as investment analysis, capital budgeting, merger and acquisition transactions, financial reporting, taxable events to determine the proper tax liability.",3
Finance,Accretion/dilution analysis,"Accretion/dilution analysis is a type of M&A financial modelling performed in the pre-deal phase to evaluate the effect of the transaction on shareholder value and to check whether EPS for buying shareholders will increase or decrease post-deal. Generally, shareholders do not prefer dilutive transactions; however, if the deal may generate enough value to become 
 accretive in a reasonable time, a proposed combination is justified. 
Aside is a simplified example. A real-life accretion/dilution analysis may be much more complex if the deal is structured as cash-and-stock-for-stock, if preferred shares and dilutive instruments are involved, if debt and transaction fees are substantial, and so on. Generally, if the buying company has a higher P/E multiple than that of the target, the deal is likely to be accretive. The reverse is true for a dilutive transaction.

",3
Finance,Adjusted present value,"Adjusted present value (APV) is a valuation method introduced in 1974 by Stewart Myers. The idea is to value the project as if it were all equity financed (""unleveraged""), and to then add the present value of the tax shield of debt – and other side effects.Technically, an APV valuation model looks similar to a standard DCF model. However, instead of WACC, cash flows would be discounted at the unlevered cost of equity, and tax shields at either the cost of debt (Myers) or following later academics also with the unlevered cost of equity. APV and the standard DCF approaches should give the identical result if the capital structure remains stable.According to Myers, the value of the levered firm (Value levered, Vl) is equal to the value of the firm with no debt (Value unlevered, Vu) plus the present value of the tax savings due to the tax deductibility of interest payments, the so-called value of the tax shield (VTS). Myers proposes calculating the VTS by discounting the tax savings at the cost of debt (Kd). The argument is that the risk of the tax saving arising from the use of debt is the same as the risk of the debt.The method is to calculate the NPV of the project as if it is all-equity financed (so called ""base case""). Then the base-case NPV is adjusted for the benefits of financing. Usually, the main benefit is a tax shield resulted from tax deductibility of interest payments. Another benefit can be a subsidized borrowing at sub-market rates. The APV method is especially effective when a leveraged buyout case is considered since the company is loaded with an extreme amount of debt, so the tax shield is substantial.

",3
Finance,The Appraisal Foundation,"The Appraisal Foundation (TAF) is the United States organization responsible for setting standards for the real estate valuation profession.  The organization sets the congressionally-authorized standards and qualifications for real estate appraisers, and provides voluntary guidance on recognized valuation methods and techniques for all valuation professionals. The aim is to ensure appraisals are impartial, objective and independent, are conducted without bias and are performed in an ethical and competent manner.
The Appraisal Foundation is a non-profit organization established in 1987 by the largest valuation organizations in North America.  The Foundation was congressionally-authorized to develop standards and qualifications for real estate appraisers under Title XI of the Financial Institutions Reform, Recovery, and Enforcement Act of 1989. Under this legislation, the Foundation is overseen by the Appraisal Subcommittee (ASC), a subcommittee of the Federal Financial Institutions Examination Council (FFIEC). The ASC is charged with filing a report to Congress each year, on the activities of TAF.
Real Estate Appraisal practice in the US is regulated by the various states and territories. TAF's Appraisal Standards Board (ASB) promulgates and updates best practices as codified in the Uniform Standards of Professional Appraisal Practice (USPAP), and TAF's Appraisal Qualifications Board (AQB) promulgates minimum criteria for appraiser certification and licensing. The federal government does not regulate appraisers directly, the states are responsible for regulating the appraisal profession.  The Appraisal Subcommittee (ASC), with members from the major Federal Lending Regulators, monitors and reviews the activities of TAF and oversees the state licensing agencies.  If ASC finds that a particular state's appraiser regulation and certification program is inadequate (i.e., it doesn't meet ASB and AQB standards), it can impose penalties including prohibition of a state's licensed appraisers from performing appraisals for federally related lending transactions. Banks make widespread use of appraisals in their real estate lending activity mortgage loans and mortgage-backed securities.",3
